14400000,1674200,1674200,1674200,1674200,210
14700000,1673300,1674100,1673300,1673800,1300
14820000,1674000,1674000,1674000,1674000,300
14880000,1673800,1674100,1673800,1674100,400
14940000,1673800,1673800,1673500,1673700,1226
15000000,1673400,1674100,1673400,1674100,400
15180000,1673500,1673500,1673500,1673500,100
15240000,1673400,1673400,1673300,1673300,200
15300000,1672900,1672900,1672600,1672600,500
15660000,1672900,1672900,1672900,1672900,100
15720000,1673000,1673000,1673000,1673000,100
15840000,1673100,1674200,1673100,1674200,900
15900000,1674300,1674300,1674300,1674300,200
15960000,1674500,1674500,1674500,1674500,300
16020000,1674700,1674700,1674500,1674500,200
16200000,1674300,1674300,1674300,1674300,100
16440000,1674100,1674100,1673900,1673900,400
16560000,1674000,1674300,1674000,1674300,300
16620000,1674500,1674700,1674500,1674700,400
16800000,1674600,1674600,1674600,1674600,500
16920000,1674900,1674900,1674900,1674900,300
16980000,1675400,1675400,1675400,1675400,244
17100000,1675200,1675200,1675200,1675200,100
17160000,1674700,1674700,1674500,1674500,400
17220000,1674400,1674400,1674100,1674100,900
17280000,1673900,1673900,1673900,1673900,100
17580000,1673700,1673700,1673300,1673300,500
17700000,1673100,1673100,1672800,1672800,1000
17760000,1673100,1673200,1673100,1673200,200
17880000,1673000,1673000,1672800,1672800,798
17940000,1672700,1673200,1672700,1673200,1300
18360000,1672900,1672900,1672800,1672800,200
18420000,1672700,1672700,1672700,1672700,100
18660000,1672500,1672500,1672500,1672500,100
18720000,1672500,1672500,1672500,1672500,200
18900000,1672600,1672600,1672600,1672600,2993
19020000,1672600,1672600,1672600,1672600,2500
19260000,1672300,1672300,1672300,1672300,300
19920000,1672300,1672300,1672100,1672100,300
19980000,1671700,1671700,1671700,1671700,200
20040000,1671500,1671500,1671300,1671300,300
20340000,1671500,1671700,1671500,1671700,300
20460000,1672100,1672100,1672100,1672100,300
20520000,1672300,1672300,1672300,1672300,100
20580000,1672700,1672700,1672700,1672700,348
20640000,1672800,1672800,1672800,1672800,15000
21000000,1672500,1672500,1672500,1672500,100
21240000,1672100,1672100,1671900,1671900,200
21300000,1672100,1672100,1672100,1672100,311
21360000,1671900,1671900,1671900,1671900,100
21480000,1672100,1672100,1672100,1672100,100
21540000,1672300,1672300,1672300,1672300,100
21600000,1672400,1672400,1672400,1672400,100
21840000,1672700,1672800,1672700,1672800,300
21900000,1672500,1672500,1672100,1672100,400
22140000,1672300,1672300,1672300,1672300,100
22320000,1672700,1672700,1672700,1672700,100
22440000,1672900,1672900,1672900,1672900,300
22920000,1672700,1672700,1672700,1672700,100
23100000,1672500,1672500,1672100,1672100,400
23160000,1672000,1672000,1671900,1671900,200
23340000,1672100,1672100,1672100,1672100,5000
23400000,1672100,1672100,1672100,1672100,15000
23580000,1672300,1672300,1672100,1672100,200
23880000,1672300,1672300,1672300,1672300,100
24120000,1672500,1672700,1672500,1672700,200
24180000,1672900,1673000,1672900,1673000,400
24240000,1673100,1673100,1673100,1673100,100
24300000,1673300,1673600,1673300,1673600,20700
24360000,1673700,1673900,1673700,1673900,10000
24420000,1673600,1673600,1673600,1673600,18000
24480000,1673500,1673500,1673500,1673500,100
24540000,1673500,1673600,1673500,1673600,10400
24900000,1673400,1673400,1673400,1673400,100
25020000,1673400,1673400,1672900,1672900,700
25080000,1672700,1672700,1672700,1672700,100
25140000,1672500,1672500,1672500,1672500,9900
25200000,1672900,1673000,1672900,1673000,500
25260000,1673100,1673100,1673100,1673100,2500
25380000,1673100,1673100,1672900,1672900,1600
25500000,1672800,1672800,1672600,1672600,3350
25560000,1672600,1672600,1672600,1672600,100
25620000,1672600,1672600,1672600,1672600,100
25680000,1672900,1672900,1672900,1672900,100
25740000,1672900,1672900,1672900,1672900,300
25800000,1672900,1672900,1672900,1672900,200
25860000,1673100,1673100,1673100,1673100,20000
25920000,1672900,1672900,1672900,1672900,100
25980000,1672800,1672800,1672600,1672600,500
26040000,1672400,1672500,1672400,1672400,1600
26100000,1672300,1672300,1672200,1672200,600
26160000,1672300,1672300,1672100,1672100,2457
26220000,1672100,1672100,1671700,1671700,600
26280000,1671900,1671900,1671900,1671900,2500
26340000,1672100,1672100,1672100,1672100,300
26400000,1672300,1672300,1672300,1672300,200
26580000,1672600,1672600,1672600,1672600,5000
26640000,1672700,1672700,1672700,1672700,100
26760000,1672700,1672700,1672700,1672700,10200
26820000,1672900,1672900,1672900,1672900,200
26880000,1672900,1673400,1672900,1673100,5500
27120000,1673100,1673300,1673100,1673300,10100
27300000,1673100,1673100,1673100,1673100,100
27420000,1673000,1673000,1672900,1672900,5400
27480000,1673100,1673300,1673100,1673300,300
27540000,1673300,1673300,1673100,1673100,900
27600000,1673100,1673300,1673100,1673300,9205
27660000,1673500,1673500,1673400,1673400,5300
27720000,1673300,1673300,1673200,1673300,5100
27780000,1673300,1673300,1673300,1673300,10000
27840000,1673400,1673500,1673400,1673500,3000
27900000,1673400,1673400,1673400,1673400,3100
27960000,1673100,1673100,1673100,1673100,100
28020000,1673000,1673000,1672700,1672700,900
28080000,1672500,1672500,1672500,1672500,1000
28140000,1672700,1672700,1672700,1672700,2000
28200000,1672900,1673300,1672900,1673100,3800
28260000,1673100,1673300,1673000,1673100,10100
28320000,1673100,1673100,1673100,1673100,515
28380000,1673500,1673600,1673400,1673600,20500
28440000,1673700,1673700,1673700,1673700,200
28500000,1673900,1673900,1673900,1673900,550
28560000,1673900,1673900,1673700,1673700,900
28620000,1673600,1673700,1673400,1673700,32090
28680000,1673700,1673900,1673700,1673900,300
28740000,1673900,1673900,1673900,1673900,600
28800000,1673800,1674300,1673800,1674300,47800
28860000,1674500,1674500,1674300,1674400,24200
28920000,1674300,1674300,1674100,1674100,6400
28980000,1674100,1674100,1674000,1674000,5875
29040000,1674000,1674300,1674000,1674300,400
29100000,1674300,1674600,1674300,1674600,20390
29160000,1674900,1675000,1674800,1675000,41100
29220000,1675000,1675300,1674700,1675300,31200
29280000,1675300,1675600,1675300,1675600,10890
29340000,1675500,1675800,1675500,1675800,43300
29400000,1675600,1675800,1675500,1675700,17800
29460000,1675800,1675800,1675700,1675800,5130
29520000,1675900,1676100,1675900,1676100,6800
29580000,1676000,1676000,1675800,1675900,9000
29640000,1675900,1676000,1675900,1676000,40770
29700000,1676000,1676000,1675900,1675900,5300
29760000,1675900,1676000,1675900,1676000,24600
29820000,1676100,1676100,1675900,1676100,24455
29880000,1676000,1676100,1676000,1676100,9949
29940000,1676200,1676400,1676200,1676400,23770
30000000,1676300,1676400,1676300,1676400,750
30060000,1676300,1676300,1676300,1676300,948
30120000,1676200,1676200,1675900,1675900,6200
30180000,1675800,1675900,1675600,1675900,25700
30240000,1675900,1676300,1675900,1676300,4319
30300000,1676300,1676300,1676300,1676300,1900
30360000,1676100,1676100,1675900,1675900,1200
30420000,1675700,1675700,1675500,1675600,25520
30480000,1675600,1675600,1675600,1675600,100
30540000,1675500,1675500,1675300,1675500,50350
30600000,1675400,1675700,1675400,1675600,1496
30660000,1675300,1675600,1675300,1675600,11053
30720000,1675500,1675500,1675500,1675500,706
30780000,1675500,1675800,1675500,1675800,18195
30840000,1675600,1675700,1675600,1675700,2000
30900000,1675600,1675600,1675500,1675500,500
30960000,1675500,1675500,1675300,1675300,10287
31020000,1675300,1675400,1675100,1675400,8983
